DB	DB_Object_ID	DB_Object_Symbol	Qualifier	Ontology_ID ID	Ontology_ID Name	Reference	Evidence_Code	With	Aspect	DB_Object_Name	DB_Object_Synonym	DB_Object_Type	taxon	Date	Assigned_by	Properties ID	Properties Name	Date Created	
	Rv0982	mprB		GO:0000160	two-component signal transduction system (phosphorelay)	PMID:14638785	IDA		P		Rv0982	protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv0982	mprB		GO:0018106	peptidyl-histidine phosphorylation	PMID:14638785	IDA		P		Rv0982	protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv0982	mprB		GO:0016301	kinase activity	PMID:14638785	IDA	Rv0981	F		Rv0982	protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv0982	mprB		GO:0004721	phosphoprotein phosphatase activity	PMID:14638785	IDA		F		Rv0982	protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv0981	mprA		GO:0000160	two-component signal transduction system (phosphorelay)	PMID:14638785	IDA		P		Rv0981	protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv3854c	ethA		GO:0004499	flavin-containing monooxygenase activity	PMID:14610090	IDA		F		etaA	protein	organism:1773	20100317	rwst1			Mar 17, 2010	
	Rv0018c	pstP		GO:0016021	integral to membrane	PMID:14575702	IDA		C		Rv0018c	protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv0018c	pstP		GO:0004647	phosphoserine phosphatase activity	PMID:14575702	IDA		F		Rv0018c	protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv1170	mshB		GO:0008270	zinc ion binding	PMID:12958317	IDA		F		Rv1170	protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv3134c			GO:0001666	response to hypoxia	PMID:12949157	IEP		P			protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv1909c	furA		GO:0003700	sequence-specific DNA binding transcription factor activity	PMID:12949087	IMP		F			protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv1909c	furA		GO:0006979	response to oxidative stress	PMID:12949087	IMP		P			protein	organism:1773	20100317	rwst			Mar 17, 2010	
	Rv1994c	cmtR		GO:0003700	sequence-specific DNA binding transcription factor activity	PMID:12939267	IMP		F			protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv1994c	cmtR		GO:0046686	response to cadmium ion	PMID:12939267	IMP		P			protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv1994c	cmtR		GO:0046870	cadmium ion binding	PMID:12939267	IDA		F			protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv1994c	cmtR		GO:0010288	response to lead ion	PMID:12939267	IMP		P			protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv1662	pks8		GO:0006636	unsaturated fatty acid biosynthetic process	PMID:12867474	IMP		P			protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv1663	pks17		GO:0006636	unsaturated fatty acid biosynthetic process	PMID:12867474	IMP		P			protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv2947c	pks15		GO:0009247	glycolipid biosynthetic process	PMID:12138124	IMP		P			protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv2941	fadD28		GO:0071770	DIM/DIP cell wall layer assembly	PMID:11279114	IMP		P		acoas	protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv2942	mmpL7		GO:0006869	lipid transport	PMID:11279114	IMP		P			protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv2936	drrA		GO:0006869	lipid transport	PMID:11279114	IMP		P			protein	organism:1773	20100318	rwst			Mar 18, 2010	
	Rv1395			GO:0003677	DNA binding	PMID:12826660	IDA		F			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv1395			GO:0003700	sequence-specific DNA binding transcription factor activity	PMID:12826660	IMP		F			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv2220	glnA1		GO:0004356	glutamate-ammonia ligase activity	PMID:12819079	IMP		F			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv2220	glnA1		GO:0009405	pathogenesis	PMID:12819079	IMP		P			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv0009	ppiA		GO:0003755	peptidyl-prolyl cis-trans isomerase activity	PMID:15479239	IDA		F		cfp22	protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv1399c	nlhH		GO:0034338	short-chain carboxylesterase activity	PMID:15373841	IDA		F		lipH	protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv1931c			GO:0009405	pathogenesis	PMID:15322050	IMP		P			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv2959c			GO:0071770	DIM/DIP cell wall layer assembly	PMID:15292265	IMP		P			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv2952			GO:0071770	DIM/DIP cell wall layer assembly	PMID:15292265	IMP		P			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv2952			GO:0008171	O-methyltransferase activity	PMID:15292265	IMP		F			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv2959c			GO:0030206	chondroitin sulfate biosynthetic process	PMID:15292265	IMP		P			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv2968c	hupB		GO:0051701	interaction with host	PMID:15234978	IDA		P		mbp1|lbp21|hlp	protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv2968c	hupB		GO:0008201	heparin binding	PMID:15234978	IDA		F		mbp1|lbp21|hlp	protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv0410c	pknG		GO:0046777	protein autophosphorylation	PMID:15186418	IDA		P			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv0410c	pknG		GO:0005829	cytosol	PMID:15186418	IDA		C			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv0410c	pknG		GO:0005886	plasma membrane	PMID:15186418	IDA		C			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv0410c	pknG		GO:0009405	pathogenesis	PMID:15186418	IMP		P			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv0410c	pknG		GO:0004674	protein serine/threonine kinase activity	PMID:11496007	IDA		F			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv1746	pknF		GO:0004674	protein serine/threonine kinase activity	PMID:11496007	IDA		F			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv1746	pknF		GO:0005887	integral to plasma membrane	PMID:11496007	IDA		C			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv1746	pknF		GO:0005829	cytosol	PMID:11496007	IDA		C			protein	organism:1773	20100319	rwst			Mar 19, 2010	
	Rv1285	cysD		GO:0010438	cellular response to sulfur starvation	PMID:15184554	IEP		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1285	cysD		GO:0034599	cellular response to oxidative stress	PMID:15184554	IEP		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1285	cysD		GO:0009336	sulfate adenylyltransferase complex (ATP)	PMID:15184554	IDA		C			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1285	cysD		GO:0010134	sulfate assimilation via adenylyl sulfate reduction	PMID:15184554	IDA		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1286	cysN		GO:0010438	cellular response to sulfur starvation	PMID:15184554	IEP		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1286	cysN		GO:0034599	cellular response to oxidative stress	PMID:15184554	IEP		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1286	cysN		GO:0009336	sulfate adenylyltransferase complex (ATP)	PMID:15184554	IDA		C			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1286	cysN		GO:0010134	sulfate assimilation via adenylyl sulfate reduction	PMID:15184554	IDA		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1318c			GO:0004016	adenylate cyclase activity	PMID:15182360	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1319c			GO:0004016	adenylate cyclase activity	PMID:15182360	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1320c			GO:0004016	adenylate cyclase activity	PMID:15182360	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv3645			GO:0004016	adenylate cyclase activity	PMID:15182360	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1625c	cya		GO:0004016	adenylate cyclase activity	PMID:11447108	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2914c	pknI		GO:0046777	protein autophosphorylation	PMID:15177288	IDA		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2914c	pknI		GO:0004672	protein kinase activity	PMID:15177288	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2914c	pknI		GO:0018105	peptidyl-serine phosphorylation	PMID:15177288	IDA		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2914c	pknI		GO:0018107	peptidyl-threonine phosphorylation	PMID:15177288	IDA		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2914c	pknI		GO:0030145	manganese ion binding	PMID:15177288	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1221	sigE		GO:0009405	pathogenesis	PMID:15102817	IMP		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2939	papA5		GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	PMID:15070765	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2939	papA5		GO:0008610	lipid biosynthetic process	PMID:15070765	IMP		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2870c	dxr		GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity	PMID:15065882	IDA		F	ispC		protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2870c	dxr		GO:0050897	cobalt ion binding	PMID:15065882	IDA		F	ispC		protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2870c	dxr		GO:0030145	manganese ion binding	PMID:15065882	IDA		F	ispC		protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2358			GO:0010043	response to zinc ion	PMID:15059632	IGI		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2359	furB		GO:0010043	response to zinc ion	PMID:15059632	IGI		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1266c	pknH		GO:0004674	protein serine/threonine kinase activity	PMID:15043876	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1266c	pknH		GO:0005887	integral to plasma membrane	PMID:15043876	IDA		C			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1266c	pknH		GO:0006950	response to stress	PMID:15043876	IEP		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv3361c	mfpA		GO:0008657	DNA topoisomerase (ATP-hydrolyzing) inhibitor activity	PMID:15933203	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv3361c	mfpA		GO:0042803	protein homodimerization activity	PMID:15933203	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2391	nirA		GO:0016002	sulfite reductase activity	PMID:15917234	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv2391	nirA		GO:0051539	4 iron, 4 sulfur cluster binding	PMID:15917234	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1264			GO:0004016	adenylate cyclase activity	PMID:15890882	IDA		F			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1264			GO:0009268	response to pH	PMID:15890882	IDA		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1485	hemZ		GO:0006783	heme biosynthetic process	PMID:15850757	IMP		P			protein	organism:1773	20100320	rwst			Mar 20, 2010	
	Rv1885c			GO:0004106	chorismate mutase activity	PMID:15737998	IDA		F			protein	organism:1773	20100321	rwst			Mar 21, 2010	
	Rv1885c			GO:0042803	protein homodimerization activity	PMID:15737998	IDA		F			protein	organism:1773	20100321	rwst			Mar 21, 2010	
	Rv0948c			GO:0004106	chorismate mutase activity	PMID:15737998	IDA		F			protein	organism:1773	20100321	rwst			Mar 21, 2010	
	Rv0934	pstS1		GO:0006817	phosphate ion transport	PMID:15731097	IMP		P	phoS		protein	organism:1773	20100321	rwst			Mar 21, 2010	
	Rv0932c	pstS2		GO:0006817	phosphate ion transport	PMID:15731097	IMP		P			protein	organism:1773	20100321	rwst			Mar 21, 2010	
	Rv3377c			GO:0035439	halimadienyl-diphosphate synthase activity	PMID:15719101	IDA		F			protein	organism:1773	20100321	rwst			Mar 21, 2010	
	Rv3423c	alr		GO:0008784	alanine racemase activity	PMID:11267762	IDA		F			protein	organism:1773	20100321	rwst			Mar 21, 2010	
	Rv3804c	fbpA		GO:0044121	growth of symbiont in host organelle	PMID:10639445	IMP		P			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv1886c	fbpB		GO:0040007	growth	PMID:10639445	IMP		P			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv3804c	fbpA		GO:0044119	growth of symbiont in host cell	PMID:10639445	IMP		P			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv1886c	fbpB		GO:0044119	growth of symbiont in host cell	PMID:10639445	IMP		P			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv3804c	fbpA		GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	PMID:9162010	IDA		F			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv1886c	fbpB		GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	PMID:9162010	IDA		F			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv0129c	fbpC		GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	PMID:9162010	IDA		F			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv0129c	fbpC		GO:0071769	mycolate cell wall layer assembly	PMID:9162010	IDA		P			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv3804c	fbpA		GO:0005515	protein binding	PMID:3141278	IPI	UniProtKB:P02751	F			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv1886c	fbpB 		GO:0005515	protein binding	PMID:3141278	IPI	UniProtKB:P02751	F			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv0129c	fbpC		GO:0009247	glycolipid biosynthetic process	PMID:9162010	IDA		P			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv0503c	cmaA2		GO:0071769	mycolate cell wall layer assembly	PMID:7592990	IDA		P	cma2		protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv0503c	cmaA2		GO:0071768	mycolic acid biosynthetic process	PMID:7592990	IDA		P	cma2		protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv0503c	cmaA2		GO:0008825	cyclopropane-fatty-acyl-phospholipid synthase activity	PMID:7592990	IDA		F	cma2		protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv0533c	fabH		GO:0042803	protein homodimerization activity	PMID:11278743	IDA		F			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv0533c	fabH		GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	PMID:11278743	IDA		F			protein	organism:1773	20100322	rwst1			Mar 22, 2010	
	Rv0533c	fabH		GO:0006633	fatty acid biosynthetic process	PMID:11278743	IDA		P			protein	organism:1773	20100322	rwst			Mar 22, 2010	
	Rv1484	inhA		GO:0071768	mycolic acid biosynthetic process	PMID:10708367	IDA		P			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0005	gyrB		GO:0046982	protein heterodimerization activity	PMID:11266418	IDA	Rv0006	F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0006	gyrA		GO:0046982	protein heterodimerization activity	PMID:11266418	IDA	Rv0005	F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0006	gyrA		GO:0003918	DNA topoisomerase (ATP-hydrolyzing) activity	PMID:11266418	IDA		F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0006	gyrA		GO:0005524	ATP binding	PMID:11266418	IDA		F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0006	gyrA		GO:0000287	magnesium ion binding	PMID:11266418	IDA		F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0005	gyrB		GO:0003918	DNA topoisomerase (ATP-hydrolyzing) activity	PMID:11266418	IDA		F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0005	gyrB		GO:0005524	ATP binding	PMID:11266418	IDA		F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0005	gyrB		GO:0000287	magnesium ion binding	PMID:11266418	IDA		F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0533c	fabH		GO:0033818	beta-ketoacyl-acyl-carrier-protein synthase III activity	PMID:10840036	IDA		F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0533c	fabH		GO:0008610	lipid biosynthetic process	PMID:10840036	IDA		P			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0533c	fabH		GO:0030497	fatty acid elongation	PMID:10840036	IDA		P			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv3800c	pks13		GO:0071769	mycolate cell wall layer assembly	PMID:14695899	IDA		P			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv3800c	pks13		GO:0071768	mycolic acid biosynthetic process	PMID:14695899	IDA		P			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0470c	pcaA		GO:0071768	mycolic acid biosynthetic process	PMID:10882107	IDA		P			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0470c	pcaA		GO:0009405	pathogenesis	PMID:10882107	IDA		P			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv3392c	cmaA1		GO:0071768	mycolic acid biosynthetic process	PMID:7604045	IDA		P		cma1	protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0645c	mmaA1		GO:0016859	cis-trans isomerase activity	PMID:9092547	IDA		F		mma1	protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0645c	mmaA1		GO:0071768	mycolic acid biosynthetic process	PMID:9092547	IDA		P		mma1	protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0251c	hsp		GO:0009405	pathogenesis	PMID:15686559	IMP		P		hsp20|acr2	protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0251c	hsp		GO:0042542	response to hydrogen peroxide	PMID:15686559	IMP		P		hsp20|acr2	protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv3801c	fadD32		GO:0071769	mycolate cell wall layer assembly	PMID:15632194	IMP		P			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv3799c	accD4		GO:0071769	mycolate cell wall layer assembly	PMID:15632194	IMP		P			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv3799c	accD4		GO:0009317	acetyl-CoA carboxylase complex	PMID:15632194	IMP		C			protein	organism:1773	20100323	rwst1			Mar 23, 2010	
	Rv3799c	accD4		GO:0005515	protein binding	PMID:15632194	IPI	Rv0904c	F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv3799c	accD4		GO:0005515	protein binding	PMID:15632194	IPI	Rv3280	F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv3280	accD5		GO:0005515	protein binding	PMID:15632194	IPI	Rv3799c	F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv0904c	accD3		GO:0005515	protein binding	PMID:15632194	IPI	Rv3799c	F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv1155			GO:0042803	protein homodimerization activity	PMID:15620716	IPI		F			protein	organism:1773	20100323	rwst			Mar 23, 2010	
	Rv2361c			GO:0033850	Z-farnesyl diphosphate synthase activity	PMID:15516568	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv2361c			GO:0000287	magnesium ion binding	PMID:15516568	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv2361c			GO:0030145	manganese ion binding	PMID:15516568	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv2361c			GO:0050347	trans-octaprenyltranstransferase activity	PMID:15516568	IDA		F			protein	organism:1773	20100324	rwst1			Mar 24, 2010	
	Rv0410c	pknG		GO:0006538	glutamate catabolic process	PMID:15186418	IMP		P			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0410c	pknG		GO:0006543	glutamine catabolic process	PMID:15186418	IMP		P			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0003887	DNA-directed DNA polymerase activity	PMID:15499016	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0006303	double-strand break repair via nonhomologous end joining	PMID:15499016	IDA		P			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0003899	DNA-directed RNA polymerase activity	PMID:15499016	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0004652	polynucleotide adenylyltransferase activity	PMID:15499016	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0003896	DNA primase activity	PMID:15499016	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0008310	single-stranded DNA specific 3'-5' exodeoxyribonuclease activity	PMID:15499016	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0000287	magnesium ion binding	PMID:15499016	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0030145	manganese ion binding	PMID:15499016	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0937c	mku		GO:0006303	double-strand break repair via nonhomologous end joining	PMID:15499016	IDA		P			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0937c	mku		GO:0042803	protein homodimerization activity	PMID:12215643	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0937c	mku		GO:0003690	double-stranded DNA binding	PMID:12215643	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0005524	ATP binding	PMID:12215643	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0003910	DNA ligase (ATP) activity	PMID:12215643	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0937c	mku		GO:0005515	protein binding	PMID:12215643	IPI	Rv0938	F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0938	ligD		GO:0005515	protein binding	PMID:12215643	IPI	Rv0937c	F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0129c	fbpC		GO:0006869	lipid transport	PMID:10200974	IMP		P			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv0129c	fbpC		GO:0071769	mycolate cell wall layer assembly	PMID:10200974	IMP		P			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv3221A	rshA		GO:0016989	sigma factor antagonist activity	PMID:10200974	IDA		F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv3221A	rshA		GO:0005515	protein binding	PMID:10200974	IDA	Rv3223c	F			protein	organism:1773	20100324	rwst			Mar 24, 2010	
	Rv3221A	rshA		GO:0006979	response to oxidative stress	PMID:10200974	IDA		P			protein	organism:1773	20100324	rwst			Mar 24, 2010	
